,date,entry,type,amount,state,district,block,gp,N_vil
1020,2015-05-07,Payment,Expenditures,750,ODISHA,ANUGUL,ANUGUL,BASALA,3
1021,2015-05-08,Payment,Expenditures,"3,000",ODISHA,ANUGUL,ANUGUL,BASALA,3
1022,2015-05-08,Payment,Expenditures,"4,000",ODISHA,ANUGUL,ANUGUL,BASALA,3
1023,2015-05-09,Payment,Expenditures,"131,112",ODISHA,ANUGUL,ANUGUL,BASALA,3
1024,2015-05-09,Payment,Expenditures,"142,000",ODISHA,ANUGUL,ANUGUL,BASALA,3
1025,2015-05-09,Receipt,Direct Receipts,"131,112",ODISHA,ANUGUL,ANUGUL,BASALA,3
1026,2015-05-13,Payment,Expenditures,900,ODISHA,ANUGUL,ANUGUL,BASALA,3
1027,2015-05-13,Payment,Expenditures,600,ODISHA,ANUGUL,ANUGUL,BASALA,3
1028,2015-05-13,Payment,Expenditures,360,ODISHA,ANUGUL,ANUGUL,BASALA,3
1029,2015-05-13,Receipt,Direct Receipts,"1,800",ODISHA,ANUGUL,ANUGUL,BASALA,3
1030,2015-05-26,Receipt,Direct Receipts,280,ODISHA,ANUGUL,ANUGUL,BASALA,3
1031,2015-05-26,Payment,Expenditures,"2,319",ODISHA,ANUGUL,ANUGUL,BASALA,3
1032,2015-06-01,Opening Balance,Balance,0,ODISHA,ANUGUL,ANUGUL,BASALA,3
1033,2015-06-05,Receipt,Direct Receipts,"2,855",ODISHA,ANUGUL,ANUGUL,BASALA,3
1034,2015-06-05,Payment,Expenditures,750,ODISHA,ANUGUL,ANUGUL,BASALA,3
1035,2015-06-09,Payment,Expenditures,"1,500",ODISHA,ANUGUL,ANUGUL,BASALA,3
1036,2015-06-15,Payment,Expenditures,"1,500",ODISHA,ANUGUL,ANUGUL,BASALA,3
1037,2015-06-16,Payment,Expenditures,"20,800",ODISHA,ANUGUL,ANUGUL,BASALA,3
1038,2015-06-16,Receipt,Direct Receipts,115,ODISHA,ANUGUL,ANUGUL,BASALA,3
1039,2015-06-16,Receipt,Direct Receipts,"70,000",ODISHA,ANUGUL,ANUGUL,BASALA,3
1040,2015-06-16,Receipt,Direct Receipts,"20,800",ODISHA,ANUGUL,ANUGUL,BASALA,3
1041,2015-06-17,Receipt,Direct Receipts,"14,950",ODISHA,ANUGUL,ANUGUL,BASALA,3
1042,2015-06-17,Payment,Expenditures,"14,950",ODISHA,ANUGUL,ANUGUL,BASALA,3
1043,2015-06-26,Receipt,Direct Receipts,"165,900",ODISHA,ANUGUL,ANUGUL,BASALA,3
1044,2015-06-26,Receipt,Direct Receipts,"3,573",ODISHA,ANUGUL,ANUGUL,BASALA,3
1045,2015-06-29,Payment,Expenditures,"2,346",ODISHA,ANUGUL,ANUGUL,BASALA,3
1046,2015-06-29,Receipt,Direct Receipts,280,ODISHA,ANUGUL,ANUGUL,BASALA,3
1047,2015-07-01,Opening Balance,Balance,0,ODISHA,ANUGUL,ANUGUL,BASALA,3
1048,2015-07-02,Payment,Expenditures,"1,000",ODISHA,ANUGUL,ANUGUL,BASALA,3
1049,2015-07-03,Receipt,Direct Receipts,280,ODISHA,ANUGUL,ANUGUL,BASALA,3
1050,2015-07-07,Receipt,Direct Receipts,"25,200",ODISHA,ANUGUL,ANUGUL,BASALA,3
1051,2015-07-07,Payment,Expenditures,750,ODISHA,ANUGUL,ANUGUL,BASALA,3
1052,2015-07-07,Receipt,Direct Receipts,"2,855",ODISHA,ANUGUL,ANUGUL,BASALA,3
1053,2015-07-07,Receipt,Direct Receipts,"19,252",ODISHA,ANUGUL,ANUGUL,BASALA,3
1054,2015-07-07,Receipt,Direct Receipts,95,ODISHA,ANUGUL,ANUGUL,BASALA,3
1055,2015-07-07,Payment,Expenditures,"7,000",ODISHA,ANUGUL,ANUGUL,BASALA,3
1056,2015-07-13,Payment,Expenditures,"471,707",ODISHA,ANUGUL,ANUGUL,BASALA,3
1057,2015-07-23,Payment,Expenditures,"2,346",ODISHA,ANUGUL,ANUGUL,BASALA,3
1058,2015-07-29,Payment,Expenditures,"1,500",ODISHA,ANUGUL,ANUGUL,BASALA,3
1059,2015-08-01,Opening Balance,Balance,0,ODISHA,ANUGUL,ANUGUL,BASALA,3
1060,2015-08-05,Receipt,Direct Receipts,"2,000",ODISHA,ANUGUL,ANUGUL,BASALA,3
1061,2015-08-05,Payment,Expenditures,"2,000",ODISHA,ANUGUL,ANUGUL,BASALA,3
1062,2015-08-12,Receipt,Direct Receipts,"617,663",ODISHA,ANUGUL,ANUGUL,BASALA,3
1063,2015-08-20,Payment,Expenditures,"3,500",ODISHA,ANUGUL,ANUGUL,BASALA,3
1064,2015-08-23,Payment,Expenditures,750,ODISHA,ANUGUL,ANUGUL,BASALA,3
1065,2015-08-23,Receipt,Direct Receipts,"2,855",ODISHA,ANUGUL,ANUGUL,BASALA,3
1066,2015-08-26,Receipt,Direct Receipts,"250,000",ODISHA,ANUGUL,ANUGUL,BASALA,3
1067,2015-09-01,Opening Balance,Balance,0,ODISHA,ANUGUL,ANUGUL,BASALA,3
1068,2015-09-08,Receipt,Direct Receipts,"7,000",ODISHA,ANUGUL,ANUGUL,BASALA,3
1069,2015-09-10,Payment,Expenditures,"3,050",ODISHA,ANUGUL,ANUGUL,BASALA,3
1070,2015-09-10,Receipt,Direct Receipts,"24,960",ODISHA,ANUGUL,ANUGUL,BASALA,3
1071,2015-09-10,Payment,Expenditures,"3,050",ODISHA,ANUGUL,ANUGUL,BASALA,3
1072,2015-09-10,Payment,Expenditures,"3,050",ODISHA,ANUGUL,ANUGUL,BASALA,3
1073,2015-09-10,Payment,Expenditures,"5,000",ODISHA,ANUGUL,ANUGUL,BASALA,3
1074,2015-09-16,Payment,Expenditures,"2,400",ODISHA,ANUGUL,ANUGUL,BASALA,3
1075,2015-09-16,Payment,Expenditures,"3,500",ODISHA,ANUGUL,ANUGUL,BASALA,3
1076,2015-09-19,Payment,Expenditures,"3,500",ODISHA,ANUGUL,ANUGUL,BASALA,3
1077,2015-09-20,Payment,Expenditures,"1,500",ODISHA,ANUGUL,ANUGUL,BASALA,3
1078,2015-09-28,Receipt,Direct Receipts,290,ODISHA,ANUGUL,ANUGUL,BASALA,3
1079,2015-09-28,Payment,Expenditures,"2,353",ODISHA,ANUGUL,ANUGUL,BASALA,3
1080,2015-09-29,Payment,Expenditures,"1,500",ODISHA,ANUGUL,ANUGUL,BASALA,3
1081,2015-09-30,Receipt,Direct Receipts,"2,855",ODISHA,ANUGUL,ANUGUL,BASALA,3
1082,2015-09-30,Payment,Expenditures,750,ODISHA,ANUGUL,ANUGUL,BASALA,3
1083,2015-10-01,Receipt,Direct Receipts,290,ODISHA,ANUGUL,ANUGUL,BASALA,3
1084,2015-10-01,Payment,Expenditures,"2,319",ODISHA,ANUGUL,ANUGUL,BASALA,3
1085,2015-10-01,Opening Balance,Balance,0,ODISHA,ANUGUL,ANUGUL,BASALA,3
1086,2015-10-07,Receipt,Direct Receipts,"2,855",ODISHA,ANUGUL,ANUGUL,BASALA,3
1087,2015-10-07,Payment,Expenditures,750,ODISHA,ANUGUL,ANUGUL,BASALA,3
1088,2015-10-19,Payment,Expenditures,"1,500",ODISHA,ANUGUL,ANUGUL,BASALA,3
1089,2015-11-01,Opening Balance,Balance,0,ODISHA,ANUGUL,ANUGUL,BASALA,3
1090,2015-11-06,Payment,Expenditures,"3,500",ODISHA,ANUGUL,ANUGUL,BASALA,3
1091,2015-11-06,Payment,Expenditures,"12,000",ODISHA,ANUGUL,ANUGUL,BASALA,3
1092,2015-12-01,Opening Balance,Balance,0,ODISHA,ANUGUL,ANUGUL,BASALA,3
1093,2015-12-09,Payment,Expenditures,"3,500",ODISHA,ANUGUL,ANUGUL,BASALA,3
1094,2015-12-17,Payment,Expenditures,"1,777",ODISHA,ANUGUL,ANUGUL,BASALA,3
1095,2015-12-17,Receipt,Direct Receipts,275,ODISHA,ANUGUL,ANUGUL,BASALA,3
1096,2015-12-22,Receipt,Direct Receipts,"2,100",ODISHA,ANUGUL,ANUGUL,BASALA,3
1097,2015-12-22,Payment,Expenditures,900,ODISHA,ANUGUL,ANUGUL,BASALA,3
1098,2015-12-27,Receipt,Direct Receipts,"13,719",ODISHA,ANUGUL,ANUGUL,BASALA,3
1099,2015-12-29,Payment,Expenditures,709.5,ODISHA,ANUGUL,ANUGUL,BASALA,3
1100,2015-12-29,Payment,Expenditures,"2,000",ODISHA,ANUGUL,ANUGUL,BASALA,3
1101,2015-12-31,Receipt,Direct Receipts,"3,000",ODISHA,ANUGUL,ANUGUL,BASALA,3
1102,2015-12-31,Payment,Expenditures,"3,000",ODISHA,ANUGUL,ANUGUL,BASALA,3
1103,2015-12-31,Payment,Expenditures,"3,000",ODISHA,ANUGUL,ANUGUL,BASALA,3
1104,2016-01-01,Opening Balance,Balance,0,ODISHA,ANUGUL,ANUGUL,BASALA,3
1105,2016-01-05,Payment,Expenditures,900,ODISHA,ANUGUL,ANUGUL,BASALA,3
1106,2016-01-05,Receipt,Direct Receipts,"2,100",ODISHA,ANUGUL,ANUGUL,BASALA,3
1107,2016-01-11,Payment,Expenditures,"3,500",ODISHA,ANUGUL,ANUGUL,BASALA,3
1108,2016-01-11,Payment,Expenditures,"128,593",ODISHA,ANUGUL,ANUGUL,BASALA,3
1109,2016-01-12,Receipt,Direct Receipts,"8,000",ODISHA,ANUGUL,ANUGUL,BASALA,3
1110,2016-01-12,Receipt,Direct Receipts,"228,800",ODISHA,ANUGUL,ANUGUL,BASALA,3
1111,2016-01-12,Payment,Expenditures,"4,000",ODISHA,ANUGUL,ANUGUL,BASALA,3
1112,2016-01-12,Payment,Expenditures,"4,000",ODISHA,ANUGUL,ANUGUL,BASALA,3
1113,2016-01-12,Payment,Expenditures,"8,000",ODISHA,ANUGUL,ANUGUL,BASALA,3
1114,2016-02-01,Payment,Expenditures,"3,500",ODISHA,ANUGUL,ANUGUL,BASALA,3
1115,2016-02-01,Opening Balance,Balance,0,ODISHA,ANUGUL,ANUGUL,BASALA,3
1116,2016-02-01,Receipt,Direct Receipts,98,ODISHA,ANUGUL,ANUGUL,BASALA,3
1117,2016-02-05,Payment,Expenditures,683,ODISHA,ANUGUL,ANUGUL,BASALA,3
1118,2016-02-05,Receipt,Direct Receipts,"41,278",ODISHA,ANUGUL,ANUGUL,BASALA,3
1119,2016-02-05,Receipt,Direct Receipts,210,ODISHA,ANUGUL,ANUGUL,BASALA,3
1120,2016-02-08,Payment,Expenditures,900,ODISHA,ANUGUL,ANUGUL,BASALA,3
1121,2016-02-08,Receipt,Direct Receipts,"2,275",ODISHA,ANUGUL,ANUGUL,BASALA,3
1122,2016-02-09,Payment,Expenditures,"1,000",ODISHA,ANUGUL,ANUGUL,BASALA,3
1123,2016-02-09,Receipt,Direct Receipts,"13,842",ODISHA,ANUGUL,ANUGUL,BASALA,3
1124,2016-02-09,Payment,Expenditures,"4,000",ODISHA,ANUGUL,ANUGUL,BASALA,3
1125,2016-02-09,Receipt,Direct Receipts,"2,000",ODISHA,ANUGUL,ANUGUL,BASALA,3
1126,2016-02-09,Payment,Expenditures,"2,000",ODISHA,ANUGUL,ANUGUL,BASALA,3
1127,2016-02-10,Payment,Expenditures,"1,320",ODISHA,ANUGUL,ANUGUL,BASALA,3
1128,2016-02-10,Payment,Expenditures,"1,500",ODISHA,ANUGUL,ANUGUL,BASALA,3
1129,2016-02-28,Receipt,Direct Receipts,"617,243",ODISHA,ANUGUL,ANUGUL,BASALA,3
1130,2016-02-29,Receipt,Direct Receipts,230,ODISHA,ANUGUL,ANUGUL,BASALA,3
1131,2016-02-29,Payment,Expenditures,857,ODISHA,ANUGUL,ANUGUL,BASALA,3
1132,2016-03-01,Opening Balance,Balance,0,ODISHA,ANUGUL,ANUGUL,BASALA,3
1133,2016-03-05,Receipt,Direct Receipts,"2,450",ODISHA,ANUGUL,ANUGUL,BASALA,3
1134,2016-03-05,Payment,Expenditures,900,ODISHA,ANUGUL,ANUGUL,BASALA,3
1135,2016-03-05,Payment,Expenditures,804,ODISHA,ANUGUL,ANUGUL,BASALA,3
1136,2016-03-08,Payment,Expenditures,"174,481.18",ODISHA,ANUGUL,ANUGUL,BASALA,3
1137,2016-03-20,Payment,Expenditures,900,ODISHA,ANUGUL,ANUGUL,BASALA,3
1138,2016-03-20,Receipt,Direct Receipts,"2,450",ODISHA,ANUGUL,ANUGUL,BASALA,3
1139,2016-03-22,Receipt,Direct Receipts,245,ODISHA,ANUGUL,ANUGUL,BASALA,3
1140,2016-03-22,Payment,Expenditures,"1,000",ODISHA,ANUGUL,ANUGUL,BASALA,3
1141,2016-03-22,Payment,Expenditures,"1,000",ODISHA,ANUGUL,ANUGUL,BASALA,3
1142,2016-03-22,Payment,Expenditures,"149,557.18",ODISHA,ANUGUL,ANUGUL,BASALA,3
1143,2016-03-22,Payment,Expenditures,"4,500",ODISHA,ANUGUL,ANUGUL,BASALA,3
1144,2016-03-22,Payment,Expenditures,"18,720",ODISHA,ANUGUL,ANUGUL,BASALA,3
1145,2016-03-22,Payment,Expenditures,"20,000",ODISHA,ANUGUL,ANUGUL,BASALA,3
1146,2016-03-22,Payment,Expenditures,"148,557.18",ODISHA,ANUGUL,ANUGUL,BASALA,3
1147,2016-03-22,Receipt,Direct Receipts,"148,557.18",ODISHA,ANUGUL,ANUGUL,BASALA,3
1148,2016-03-30,Payment,Expenditures,"2,000",ODISHA,ANUGUL,ANUGUL,BASALA,3
1149,2016-03-30,Payment,Expenditures,750,ODISHA,ANUGUL,ANUGUL,BASALA,3
1150,2016-03-30,Payment,Expenditures,"10,000",ODISHA,ANUGUL,ANUGUL,BASALA,3
1151,2016-03-30,Receipt,Direct Receipts,"2,000",ODISHA,ANUGUL,ANUGUL,BASALA,3
1152,2016-03-30,Payment,Expenditures,69,ODISHA,ANUGUL,ANUGUL,BASALA,3
1153,2016-03-30,Payment,Expenditures,"10,805",ODISHA,ANUGUL,ANUGUL,BASALA,3
1154,2016-03-30,Receipt,Direct Receipts,"16,000",ODISHA,ANUGUL,ANUGUL,BASALA,3
1155,2016-03-30,Payment,Expenditures,"1,000",ODISHA,ANUGUL,ANUGUL,BASALA,3
1156,2016-03-30,Payment,Expenditures,"8,949",ODISHA,ANUGUL,ANUGUL,BASALA,3
1157,2015-04-01,Opening Balance,Balance,"399,274.72",ODISHA,ANUGUL,ANUGUL,BEDASASAN,5
1158,2015-04-10,Payment,Expenditures,"13,500",ODISHA,ANUGUL,ANUGUL,BEDASASAN,5
1159,2015-04-28,Receipt,Direct Receipts,"3,760",ODISHA,ANUGUL,ANUGUL,BEDASASAN,5
1160,2015-04-28,Payment,Expenditures,"4,614",ODISHA,ANUGUL,ANUGUL,BEDASASAN,5
1161,2015-05-01,Opening Balance,Balance,0,ODISHA,ANUGUL,ANUGUL,BEDASASAN,5
1162,2015-05-24,Receipt,Direct Receipts,"3,760",ODISHA,ANUGUL,ANUGUL,BEDASASAN,5
1163,2015-05-25,Payment,Expenditures,"3,714",ODISHA,ANUGUL,ANUGUL,BEDASASAN,5
1164,2015-06-01,Opening Balance,Balance,0,ODISHA,ANUGUL,ANUGUL,BEDASASAN,5
1165,2015-06-03,Payment,Expenditures,"19,000",ODISHA,ANUGUL,ANUGUL,BEDASASAN,5
1166,2015-06-09,Payment,Expenditures,"3,214",ODISHA,ANUGUL,ANUGUL,BEDASASAN,5
1167,2015-06-18,Receipt,Direct Receipts,"11,500",ODISHA,ANUGUL,ANUGUL,BEDASASAN,5
1168,2015-06-18,Payment,Expenditures,"4,000",ODISHA,ANUGUL,ANUGUL,BEDASASAN,5
1169,2015-06-18,Payment,Expenditures,"2,000",ODISHA,ANUGUL,ANUGUL,BEDASASAN,5
1170,2015-06-22,Receipt,Direct Receipts,"3,760",ODISHA,ANUGUL,ANUGUL,BEDASASAN,5
1171,2015-06-22,Payment,Expenditures,900,ODISHA,ANUGUL,ANUGUL,BEDASASAN,5
1172,2015-06-25,Receipt,Direct Receipts,"1,203",ODISHA,ANUGUL,ANUGUL,BEDASASAN,5
1173,2015-06-25,Receipt,Direct Receipts,542,ODISHA,ANUGUL,ANUGUL,BEDASASAN,5
1174,2015-06-25,Receipt,Direct Receipts,"165,900",ODISHA,ANUGUL,ANUGUL,BEDASASAN,5
1175,2015-06-25,Payment,Expenditures,"2,814",ODISHA,ANUGUL,ANUGUL,BEDASASAN,5
1176,2015-07-01,Opening Balance,Balance,0,ODISHA,ANUGUL,ANUGUL,BEDASASAN,5
1177,2015-07-03,Receipt,Direct Receipts,"5,991",ODISHA,ANUGUL,ANUGUL,BEDASASAN,5
1178,2015-07-03,Receipt,Direct Receipts,"25,200",ODISHA,ANUGUL,ANUGUL,BEDASASAN,5
1179,2015-07-03,Receipt,Direct Receipts,"5,991",ODISHA,ANUGUL,ANUGUL,BEDASASAN,5
1180,2015-07-22,Payment,Expenditures,"165,900",ODISHA,ANUGUL,ANUGUL,BEDASASAN,5
1181,2015-07-22,Receipt,Direct Receipts,"3,870",ODISHA,ANUGUL,ANUGUL,BEDASASAN,5
1182,2015-07-22,Payment,Expenditures,900,ODISHA,ANUGUL,ANUGUL,BEDASASAN,5
1183,2015-07-24,Receipt,Direct Receipts,"617,663",ODISHA,ANUGUL,ANUGUL,BEDASASAN,5
1184,2015-07-24,Receipt,Direct Receipts,"617,243",ODISHA,ANUGUL,ANUGUL,BEDASASAN,5
1185,2015-07-24,Receipt,Direct Receipts,"10,423",ODISHA,ANUGUL,ANUGUL,BEDASASAN,5
1186,2015-07-30,Payment,Expenditures,"2,816",ODISHA,ANUGUL,ANUGUL,BEDASASAN,5
1187,2015-08-01,Opening Balance,Balance,0,ODISHA,ANUGUL,ANUGUL,BEDASASAN,5
1188,2015-08-22,Receipt,Direct Receipts,"3,870",ODISHA,ANUGUL,ANUGUL,BEDASASAN,5
1189,2015-08-22,Payment,Expenditures,900,ODISHA,ANUGUL,ANUGUL,BEDASASAN,5
1190,2015-08-22,Receipt,Direct Receipts,"250,000",ODISHA,ANUGUL,ANUGUL,BEDASASAN,5
1191,2015-08-29,Payment,Expenditures,"2,816",ODISHA,ANUGUL,ANUGUL,BEDASASAN,5
1192,2015-09-01,Opening Balance,Balance,0,ODISHA,ANUGUL,ANUGUL,BEDASASAN,5
1193,2015-09-15,Receipt,Direct Receipts,"7,000",ODISHA,ANUGUL,ANUGUL,BEDASASAN,5
1194,2015-09-15,Payment,Expenditures,"6,000",ODISHA,ANUGUL,ANUGUL,BEDASASAN,5
1195,2015-09-15,Receipt,Direct Receipts,"24,960",ODISHA,ANUGUL,ANUGUL,BEDASASAN,5
1196,2015-09-15,Payment,Expenditures,"6,000",ODISHA,ANUGUL,ANUGUL,BEDASASAN,5
1197,2015-09-22,Payment,Expenditures,900,ODISHA,ANUGUL,ANUGUL,BEDASASAN,5
1198,2015-09-22,Receipt,Direct Receipts,900,ODISHA,ANUGUL,ANUGUL,BEDASASAN,5
1199,2015-09-22,Receipt,Direct Receipts,"3,870",ODISHA,ANUGUL,ANUGUL,BEDASASAN,5
1200,2015-09-30,Payment,Expenditures,"2,816",ODISHA,ANUGUL,ANUGUL,BEDASASAN,5
1201,2015-10-01,Opening Balance,Balance,0,ODISHA,ANUGUL,ANUGUL,BEDASASAN,5
1202,2015-10-06,Payment,Expenditures,"12,000",ODISHA,ANUGUL,ANUGUL,BEDASASAN,5
1203,2015-10-22,Receipt,Direct Receipts,"3,870",ODISHA,ANUGUL,ANUGUL,BEDASASAN,5
1204,2015-10-22,Payment,Expenditures,900,ODISHA,ANUGUL,ANUGUL,BEDASASAN,5
1205,2015-11-01,Opening Balance,Balance,0,ODISHA,ANUGUL,ANUGUL,BEDASASAN,5
1206,2015-11-21,Receipt,Direct Receipts,"9,000",ODISHA,ANUGUL,ANUGUL,BEDASASAN,5
1207,2015-11-21,Payment,Expenditures,"9,000",ODISHA,ANUGUL,ANUGUL,BEDASASAN,5
1208,2015-11-21,Payment,Expenditures,"10,000",ODISHA,ANUGUL,ANUGUL,BEDASASAN,5
1209,2015-11-21,Payment,Expenditures,"12,620",ODISHA,ANUGUL,ANUGUL,BEDASASAN,5
1210,2015-12-01,Opening Balance,Balance,0,ODISHA,ANUGUL,ANUGUL,BEDASASAN,5
1211,2015-12-22,Payment,Expenditures,"9,600",ODISHA,ANUGUL,ANUGUL,BEDASASAN,5
1212,2015-12-22,Receipt,Direct Receipts,"2,995",ODISHA,ANUGUL,ANUGUL,BEDASASAN,5
1213,2015-12-30,Payment,Expenditures,"1,730",ODISHA,ANUGUL,ANUGUL,BEDASASAN,5
1214,2016-01-01,Opening Balance,Balance,0,ODISHA,ANUGUL,ANUGUL,BEDASASAN,5
1215,2016-01-01,Receipt,Direct Receipts,"8,000",ODISHA,ANUGUL,ANUGUL,BEDASASAN,5
1216,2016-01-12,Payment,Expenditures,"30,000",ODISHA,ANUGUL,ANUGUL,BEDASASAN,5
1217,2016-01-12,Receipt,Direct Receipts,"6,323",ODISHA,ANUGUL,ANUGUL,BEDASASAN,5
1218,2016-01-12,Payment,Expenditures,"14,000",ODISHA,ANUGUL,ANUGUL,BEDASASAN,5
1219,2016-01-21,Payment,Expenditures,905,ODISHA,ANUGUL,ANUGUL,BEDASASAN,5
1220,2016-02-01,Opening Balance,Balance,0,ODISHA,ANUGUL,ANUGUL,BEDASASAN,5
1221,2016-02-22,Receipt,Direct Receipts,"2,995",ODISHA,ANUGUL,ANUGUL,BEDASASAN,5
1222,2016-02-22,Payment,Expenditures,900,ODISHA,ANUGUL,ANUGUL,BEDASASAN,5
1223,2016-02-26,Payment,Expenditures,925,ODISHA,ANUGUL,ANUGUL,BEDASASAN,5
1224,2016-02-26,Payment,Expenditures,945,ODISHA,ANUGUL,ANUGUL,BEDASASAN,5
1225,2016-02-27,Payment,Expenditures,"21,800",ODISHA,ANUGUL,ANUGUL,BEDASASAN,5
1226,2016-02-27,Receipt,Direct Receipts,"7,200",ODISHA,ANUGUL,ANUGUL,BEDASASAN,5
1227,2016-02-28,Receipt,Direct Receipts,"3,240",ODISHA,ANUGUL,ANUGUL,BEDASASAN,5
1228,2016-02-28,Payment,Expenditures,900,ODISHA,ANUGUL,ANUGUL,BEDASASAN,5
1229,2016-03-01,Payment,Expenditures,17.18,ODISHA,ANUGUL,ANUGUL,BEDASASAN,5
1230,2016-03-01,Payment,Expenditures,"200,000",ODISHA,ANUGUL,ANUGUL,BEDASASAN,5
1231,2016-03-01,Payment,Expenditures,"2,331",ODISHA,ANUGUL,ANUGUL,BEDASASAN,5
1232,2016-03-01,Opening Balance,Balance,0,ODISHA,ANUGUL,ANUGUL,BEDASASAN,5
1233,2016-03-14,Receipt,Direct Receipts,"228,800",ODISHA,ANUGUL,ANUGUL,BEDASASAN,5
1234,2016-03-14,Receipt,Direct Receipts,"41,278",ODISHA,ANUGUL,ANUGUL,BEDASASAN,5
1235,2016-03-14,Payment,Expenditures,"8,000",ODISHA,ANUGUL,ANUGUL,BEDASASAN,5
1236,2016-03-16,Payment,Expenditures,945,ODISHA,ANUGUL,ANUGUL,BEDASASAN,5
1237,2016-03-22,Receipt,Direct Receipts,"4,100",ODISHA,ANUGUL,ANUGUL,BEDASASAN,5
1238,2016-03-22,Receipt,Direct Receipts,308,ODISHA,ANUGUL,ANUGUL,BEDASASAN,5
1239,2016-03-22,Receipt,Direct Receipts,"3,345",ODISHA,ANUGUL,ANUGUL,BEDASASAN,5
1240,2016-03-22,Payment,Expenditures,"10,000",ODISHA,ANUGUL,ANUGUL,BEDASASAN,5
1241,2016-03-22,Payment,Expenditures,"91,800",ODISHA,ANUGUL,ANUGUL,BEDASASAN,5
1242,2016-03-22,Payment,Expenditures,17.18,ODISHA,ANUGUL,ANUGUL,BEDASASAN,5
1243,2016-03-22,Payment,Expenditures,"98,200",ODISHA,ANUGUL,ANUGUL,BEDASASAN,5
1244,2016-03-22,Payment,Expenditures,160,ODISHA,ANUGUL,ANUGUL,BEDASASAN,5
1245,2016-03-22,Payment,Expenditures,900,ODISHA,ANUGUL,ANUGUL,BEDASASAN,5
1246,2016-03-27,Receipt,Direct Receipts,"7,315",ODISHA,ANUGUL,ANUGUL,BEDASASAN,5
1247,2016-03-27,Receipt,Direct Receipts,"6,108",ODISHA,ANUGUL,ANUGUL,BEDASASAN,5
1248,2016-03-27,Payment,Expenditures,"82,000",ODISHA,ANUGUL,ANUGUL,BEDASASAN,5
1249,2015-04-01,Opening Balance,Balance,"464,685",ODISHA,ANUGUL,ANUGUL,CHHELIPADA,3
1250,2015-04-07,Receipt,Direct Receipts,"2,770",ODISHA,ANUGUL,ANUGUL,CHHELIPADA,3
1251,2015-04-25,Payment,Expenditures,"2,169",ODISHA,ANUGUL,ANUGUL,CHHELIPADA,3
1252,2015-04-27,Payment,Expenditures,700,ODISHA,ANUGUL,ANUGUL,CHHELIPADA,3
1253,2015-05-01,Opening Balance,Balance,0,ODISHA,ANUGUL,ANUGUL,CHHELIPADA,3
1254,2015-05-02,Payment,Expenditures,"12,000",ODISHA,ANUGUL,ANUGUL,CHHELIPADA,3
1255,2015-05-07,Receipt,Direct Receipts,"2,905",ODISHA,ANUGUL,ANUGUL,CHHELIPADA,3
1256,2015-05-07,Payment,Expenditures,600,ODISHA,ANUGUL,ANUGUL,CHHELIPADA,3
1257,2015-05-23,Payment,Expenditures,"2,000",ODISHA,ANUGUL,ANUGUL,CHHELIPADA,3
1258,2015-05-23,Payment,Expenditures,"2,169",ODISHA,ANUGUL,ANUGUL,CHHELIPADA,3
1259,2015-05-25,Payment,Expenditures,"2,000",ODISHA,ANUGUL,ANUGUL,CHHELIPADA,3
1260,2015-06-01,Opening Balance,Balance,0,ODISHA,ANUGUL,ANUGUL,CHHELIPADA,3
1261,2015-06-06,Payment,Expenditures,600,ODISHA,ANUGUL,ANUGUL,CHHELIPADA,3
1262,2015-06-06,Receipt,Direct Receipts,"2,835",ODISHA,ANUGUL,ANUGUL,CHHELIPADA,3
1263,2015-06-09,Receipt,Direct Receipts,"165,900",ODISHA,ANUGUL,ANUGUL,CHHELIPADA,3
1264,2015-06-23,Payment,Expenditures,"2,169",ODISHA,ANUGUL,ANUGUL,CHHELIPADA,3
1265,2015-06-25,Receipt,Direct Receipts,"6,899",ODISHA,ANUGUL,ANUGUL,CHHELIPADA,3
1266,2015-06-25,Receipt,Direct Receipts,"1,074",ODISHA,ANUGUL,ANUGUL,CHHELIPADA,3
1267,2015-06-30,Receipt,Direct Receipts,846,ODISHA,ANUGUL,ANUGUL,CHHELIPADA,3
1268,2015-07-01,Opening Balance,Balance,0,ODISHA,ANUGUL,ANUGUL,CHHELIPADA,3
1269,2015-07-01,Receipt,Direct Receipts,"30,000",ODISHA,ANUGUL,ANUGUL,CHHELIPADA,3
1270,2015-07-01,Payment,Expenditures,"30,000",ODISHA,ANUGUL,ANUGUL,CHHELIPADA,3
1271,2015-07-03,Receipt,Direct Receipts,"25,200",ODISHA,ANUGUL,ANUGUL,CHHELIPADA,3
1272,2015-07-07,Payment,Expenditures,"23,040",ODISHA,ANUGUL,ANUGUL,CHHELIPADA,3
1273,2015-07-07,Receipt,Direct Receipts,"2,965",ODISHA,ANUGUL,ANUGUL,CHHELIPADA,3
1274,2015-07-07,Payment,Expenditures,"6,300",ODISHA,ANUGUL,ANUGUL,CHHELIPADA,3
1275,2015-07-07,Payment,Expenditures,600,ODISHA,ANUGUL,ANUGUL,CHHELIPADA,3
1276,2015-07-25,Payment,Expenditures,"2,169",ODISHA,ANUGUL,ANUGUL,CHHELIPADA,3
1277,2015-08-01,Opening Balance,Balance,0,ODISHA,ANUGUL,ANUGUL,CHHELIPADA,3
1278,2015-08-06,Receipt,Direct Receipts,"3,020",ODISHA,ANUGUL,ANUGUL,CHHELIPADA,3
